,,RowID,Original_SMILES,DFT_opt_Charge_P,Origin,selfies,QED,SA_score
170,497,580,CC1(C)CC2(CC2)C1,0.47987,Initial,[C][C][Branch1][C][C][C][C][Branch1][Branch1][C][C][Ring1][Ring1][C][Ring1][#Branch1],0.6472234481635698,5.126425397393172
171,498,581,CCC1CC1C1(CC1),0.475778,Initial,[C][C][C][C][C][Ring1][Ring1][C][C][C][Ring1][Ring1],0.6589235142459636,4.7945644438837425
172,502,585,CCCC1C2CCC2CC1,0.476316,Initial,[C][C][C][C][C][C][C][C][Ring1][Ring2][C][C][Ring1][#Branch1],0.6867934919564571,4.551754549916729
173,507,591,CC1C=CC(C)=CC1,0.473248,Initial,[C][C][C][=C][C][Branch1][C][C][=C][C][Ring1][#Branch1],0.6447359253172263,4.753702000444827
174,508,592,CCC1NC23CC21C3,0.486534,Initial,[C][C][C][N][C][C][C][Ring1][Ring1][Ring1][Branch1][C][Ring1][Ring2],0.7122772471818878,5.871132690100464
175,1001,1001,ONC=C,0.482588,First Iter,[O][N][C][=C],0.36543618168516645,5.078226061422508
176,1002,1002,CC=C=C,0.482748,First Iter,[C][C][=C][=C],0.3430800291973448,5.166877566439229
177,1004,1004,O1CN1,0.482082,First Iter,[O][C][N][Ring1][Ring1],0.4230803933797478,5.528322375311375
178,1005,1005,CC=NNC,0.471414,First Iter,[C][C][=N][N][C],0.226428422938344,4.936430425760554
179,1008,1008,C,0.480449,First Iter,[C],0.4792963403140171,3.8421152760102535
180,1010,1010,CCNOCOO,0.474147,First Iter,[C][C][N][O][C][O][O],0.21998553513123806,4.9824374207887345
181,1014,1014,N#C,0.522957,First Iter,[N][#C],0.38935360062300894,5.0240225850452465
182,1015,1015,C=C=C,0.483769,First Iter,[C][=C][=C],0.3297639393373434,5.242030632003509
183,1016,1016,CCC,0.480013,First Iter,[C][C][C],0.5614615351861989,3.671662170465047
184,1019,1019,CC,0.477457,First Iter,[C][C],0.5271859640845316,3.8659628565384594
185,1022,1022,C#C,0.507843,First Iter,[C][#C],0.3876272490333476,5.1267936257692295
186,1024,1024,C1#CC1,0.511257,First Iter,[C][#C][C][Ring1][Ring1],0.41833216124030903,5.787382170465047
187,1027,1027,F,0.487795,First Iter,[F],0.4868545475092509,4.468174447607885
188,1031,1031,N=NNN=NC,0.476557,First Iter,[N][=N][N][N][=N][C],0.38463453967768163,5.764193062389001
189,1034,1034,O=CN,0.48138,First Iter,[O][=C][N],0.3524724991833637,4.875543708926586
190,1037,1037,C1C=C1,0.497015,First Iter,[C][C][=C][Ring1][Ring1],0.5429452839943647,4.626326785849662
191,1038,1038,C1CC1=C,0.486542,First Iter,[C][C][C][Ring1][Ring1][=C],0.44606775580975633,4.613440777141571
192,1039,1039,O,0.477263,First Iter,[O],0.316866403332697,4.323109358850489
193,1040,1040,CCCC=CC=NC,0.477894,First Iter,[C][C][C][C][=C][C][=N][C],0.4952233023692826,4.527903700049063
194,1041,1041,C(#N)O,0.491007,First Iter,[C][#Branch1][C][#N][O],0.24940553197977045,5.168175247388124
195,1042,1042,FCC=CN,0.475918,First Iter,[F][C][C][=C][N],0.5171265846718083,5.14765350268363
196,1044,1044,C#CN=CO,0.481727,First Iter,[C][#C][N][=C][O],0.15820142842469567,5.7613416683641026
197,1047,1047,C=1=NCC=NC=1O,0.496105,First Iter,[C][=N][C][C][=N][C][=Ring1][=Branch1][O],0.38455802979003334,5.923978898061462
198,1050,1050,OCC,0.488573,First Iter,[O][C][C],0.5921952425340178,3.8911029396958163
199,1051,1051,C1OC1,0.487995,First Iter,[C][O][C][Ring1][Ring1],0.42621501246594995,4.707162375311375
200,1053,1053,C=C,0.491212,First Iter,[C][=C],0.4149525328080759,4.756661499072397
201,1054,1054,COC,0.4781,First Iter,[C][O][C],0.44093056901627187,4.0476198627727396
202,1055,1055,C#CN,0.47869,First Iter,[C][#C][N],0.26560633544594886,5.4930960166188925
203,1056,1056,FCCCC,0.482545,First Iter,[F][C][C][C][C],0.4701234046593713,3.761738709784222
204,1059,1059,C(C)CN,0.470982,First Iter,[C][Branch1][C][C][C][N],0.38123199911522043,4.204341111589731
205,1061,1061,C(=NNN)C,0.474089,First Iter,[C][=Branch1][Ring2][=N][N][N][C],0.27337723382572515,4.965885455346351
206,1068,1068,O1CC1,0.487259,First Iter,[O][C][C][Ring1][Ring1],0.42621501246594995,4.707162375311375
207,1069,1069,C1=NCN1,0.475587,First Iter,[C][=N][C][N][Ring1][Ring2],0.5542454604848261,5.056042114934213
208,1070,1070,C1=CCC=C1CC,0.477567,First Iter,[C][=C][C][C][=C][Ring1][Branch1][C][C],0.636516380715625,4.283373303655868
209,1073,1073,C=NCC,0.473873,First Iter,[C][=N][C][C],0.3484009498368972,4.762684255402441
210,1074,1074,CONC,0.480714,First Iter,[C][O][N][C],0.2848564989238419,4.645545793863979
211,1076,1076,O=CC,0.483311,First Iter,[O][=C][C],0.43334367919597094,4.376929862772739
212,1077,1077,C=N,0.479806,First Iter,[C][=N],0.3176329339798503,5.2968325397963785
213,1082,1082,C=CNC,0.472536,First Iter,[C][=C][N][C],0.3774038729257399,4.872947800552942
214,1083,1083,C1C=CN1,0.469696,First Iter,[C][C][=C][N][Ring1][Ring2],0.5603352042244241,4.8561277336633095
215,1087,1087,CCCCN,0.468517,First Iter,[C][C][C][C][N],0.38878362210101003,3.897681313334517
216,1089,1089,CO,0.476168,First Iter,[C][O],0.3196449464748652,4.618590910837103
217,1091,1091,C(O)(O)C,0.494628,First Iter,[C][Branch1][C][O][Branch1][C][O][C],0.45135796816267476,4.242800308914147
218,1093,1093,N1C=NC1,0.483099,First Iter,[N][C][=N][C][Ring1][Ring2],0.5925295014318199,5.3215209819878995
219,1094,1094,N,0.471636,First Iter,[N],0.4012319645170006,4.436221784885992
220,1097,1097,CC(C)C,0.480415,First Iter,[C][C][Branch1][C][C][C],0.5833549191581343,3.6640940152078514
221,1099,1099,N=NO,0.476861,First Iter,[N][=N][O],0.2816431799824867,5.529968324311201
222,1102,1102,O(C)CC=CN,0.477398,First Iter,[O][Branch1][C][C][C][C][=C][N],0.517368148568827,4.677656722866455
223,1103,1103,CCCC=CC,0.476763,First Iter,[C][C][C][C][=C][C],0.47947578522031303,3.851619057083962
224,1109,1109,C=CN,0.475678,First Iter,[C][=C][N],0.47453678000451927,5.047374478157355
225,1110,1110,C=NOC,0.477421,First Iter,[C][=N][O][C],0.20241089717542343,4.99735248282719
226,1111,1111,CCC=CCN,0.472101,First Iter,[C][C][C][=C][C][N],0.30576204234091353,4.4664599058903285
227,1115,1115,N1=CCC1O,0.476683,First Iter,[N][=C][C][C][Ring1][Ring2][O],0.363442085818144,5.40999938800333
228,1119,1119,C1CN=C=C1OO,0.483185,First Iter,[C][C][N][=C][=C][Ring1][Branch1][O][O],0.38815469547654824,5.811183093865657
229,1123,1123,C1C(=O)OC=C1,0.493689,First Iter,[C][C][=Branch1][C][=O][O][C][=C][Ring1][=Branch1],0.4777786691904399,4.810794653900938
230,1124,1124,C(=O)O,0.485142,First Iter,[C][=Branch1][C][=O][O],0.2538016987989765,4.9556783243112
231,1126,1126,OCCC(=N)OO,0.477041,First Iter,[O][C][C][C][=Branch1][C][=N][O][O],0.22767071071145506,4.881920066570373
232,1128,1128,FNOC(=C=O)O,0.499997,First Iter,[F][N][O][C][=Branch1][Ring1][=C][=O][O],0.17777730553690274,5.581936940019504
233,1129,1129,C=COCNC,0.469497,First Iter,[C][=C][O][C][N][C],0.29286327068082824,4.74165460085054
234,1131,1131,NCC=CN,0.473608,First Iter,[N][C][C][=C][N],0.48036421671380747,4.959244626943984
235,1134,1134,O=C,0.497615,First Iter,[O][=C],0.40828289063989853,4.724994530746605
236,1135,1135,OCC=N,0.477905,First Iter,[O][C][C][=N],0.37173094726885125,4.991476897542908
237,1136,1136,C1CC1O,0.478625,First Iter,[C][C][C][Ring1][Ring1][O],0.3534171600546256,4.394099640017826
238,1139,1139,FCCCO,0.476594,First Iter,[F][C][C][C][O],0.276802515699477,4.393741076648127
239,1140,1140,CC=NN=C,0.488035,First Iter,[C][C][=N][N][=C],0.27767831070392235,5.230325692032743
240,1143,1143,OC=NOC,0.49317,First Iter,[O][C][=N][O][C],0.1725454494166253,5.081884271914398
241,1148,1148,C=CCC(=C)N,0.475958,First Iter,[C][=C][C][C][=Branch1][C][=C][N],0.3997258590551029,4.852086374249556
242,1150,1150,CNCC,0.482377,First Iter,[C][N][C][C],0.486079553023134,3.796391278813812
243,1153,1153,CN,0.471799,First Iter,[C][N],0.4425598341643577,4.827635254728506
244,1154,1154,O=N,0.458347,First Iter,[O][=N],0.3203167290803285,5.073266023959274
245,1155,1155,CCN,0.472264,First Iter,[C][C][N],0.47541188297581033,4.566428324311201
246,1162,1162,OCN,0.473098,First Iter,[O][C][N],0.33746207569427267,4.971026785849663
247,1163,1163,C=NO,0.475608,First Iter,[C][=N][O],0.2576374590787711,5.4661237089265855
248,1166,1166,C=CC,0.474883,First Iter,[C][=C][C],0.43989560431249763,4.12267986277274
249,1167,1167,OOCOO,0.481992,First Iter,[O][O][C][O][O],0.22209000012792723,5.20611622457712
250,1169,1169,O=NCC,0.479446,First Iter,[O][=N][C][C],0.3513233746481276,4.546118369114815
251,1170,1170,O=CC#C,0.514419,First Iter,[O][=C][C][#C],0.3172773244285525,5.228203987843912
252,1172,1172,FNNNN,0.472295,First Iter,[F][N][N][N][N],0.19927078794456135,5.728403798541617
253,1173,1173,C1=NC=CN1,0.49136,First Iter,[C][=N][C][=C][N][Ring1][Branch1],0.6145303575983435,4.384531411953847
254,1174,1174,O1CC=C1,0.496039,First Iter,[O][C][C][=C][Ring1][Ring2],0.5642253746144372,4.689474221957624
255,1176,1176,C#CONC,0.48531,First Iter,[C][#C][O][N][C],0.22164275427952498,5.162793739370019
256,1178,1178,C=C=COC=C,0.480577,First Iter,[C][=C][=C][O][C][=C],0.37670728200311615,5.521441338251071
257,1180,1180,CC=C=NOON=N,0.489224,First Iter,[C][C][=C][=N][O][O][N][=N],0.17410316005995874,6.005592930818294
258,1181,1181,O=CC=NC=CN,0.477041,First Iter,[O][=C][C][=N][C][=C][N],0.30703635031079446,5.4263061707887355
259,1186,1186,C=1=CCCC=1C,0.482919,First Iter,[C][=C][C][C][C][=Ring1][Branch1][C],0.4877098639603317,5.3997680226012035
260,1189,1189,CCNC,0.466795,First Iter,[C][C][N][C],0.37815448177124517,4.113269539683377
261,1190,1190,NN,0.456156,First Iter,[N][N],0.31588118266303494,4.871120322601809
262,1194,1194,N=C=N,0.481616,First Iter,[N][=C][=N],0.3563274678299479,5.611411401234278
263,1203,1203,C(C)=C,0.487862,First Iter,[C][Branch1][C][C][=C],0.4319890325705117,4.716077555080432
264,1206,1206,C1CC(CO)C1,0.483074,First Iter,[C][C][C][Branch1][Ring1][C][O][C][Ring1][=Branch1],0.6735369300086619,4.444910987419766
265,1211,1211,C(=C=N)N=CC,0.479064,First Iter,[C][=Branch1][Ring1][=C][=N][N][=C][C],0.5247866559272222,5.594644521274944
266,1214,1214,COC(C)OOO,0.473474,First Iter,[C][O][C][Branch1][C][C][O][O][O],0.21500131150709795,4.975579427744243
267,1216,1216,CCCO,0.478453,First Iter,[C][C][C][O],0.2704776113789651,4.184396629984381
268,1219,1219,O=NCN,0.474051,First Iter,[O][=N][C][N],0.28532340894257463,5.203292951054614
269,1223,1223,CCO,0.476488,First Iter,[C][C][O],0.3417602502054701,4.392832170465047
270,1230,1230,CCC=NC(F)O,0.477777,First Iter,[C][C][C][=N][C][Branch1][C][F][O],0.22547755238019151,5.339380420300075
271,1232,1232,N(C)=C,0.487735,First Iter,[N][Branch1][C][C][=C],0.32964645137398024,5.070836785849663
272,1234,1234,O=CCCC,0.481501,First Iter,[O][=C][C][C][C],0.35666229862188686,3.845486638778304
273,1237,1237,C1=NN(C=N1)NNO,0.473051,First Iter,[C][=N][N][Branch1][Branch1][C][=N][Ring1][Branch1][N][N][O],0.305860660712272,4.995592820928184
274,1238,1238,CCCNON,0.470758,First Iter,[C][C][C][N][O][N],0.36983427351413434,4.809271576977862
275,1240,1240,C(F)C,0.481432,First Iter,[C][Branch1][C][F][C],0.5638651363429219,4.260186016618893
276,1241,1241,CCCCC=N,0.475715,First Iter,[C][C][C][C][C][=N],0.28280745838051236,4.210100754696693
277,1245,1245,NCCN,0.471082,First Iter,[N][C][C][N],0.34781460002867165,4.442801981154949
278,1252,1252,NC=C(C)O,0.470597,First Iter,[N][C][=C][Branch1][C][C][O],0.30104190562086625,5.057209360671795
279,1255,1255,OC(C)N,0.474144,First Iter,[O][C][Branch1][C][C][N],0.3582282189772636,4.958181213061173
280,1256,1256,O=C=NON,0.474484,First Iter,[O][=C][=N][O][N],0.21810158181477907,5.600875396174754
281,1259,1259,C(C)CC=NNC,0.475918,First Iter,[C][Branch1][C][C][C][C][=N][N][C],0.23258106013396795,4.489163863096426
282,1269,1269,CCCC,0.48261,First Iter,[C][C][C][C],0.4591513605848083,3.393618703562975
283,1271,1271,C1CCC1,0.478206,First Iter,[C][C][C][C][Ring1][Ring2],0.5674169748952903,3.709714355736889
284,1272,1272,COCC,0.477875,First Iter,[C][O][C][C],0.45599262810459507,3.5472387704526076
285,1274,1274,C=CON,0.479657,First Iter,[C][=C][O][N],0.2880455822005021,5.271795292191738
286,1302,1302,O(ON)C,0.485446,First Iter,[O][Branch1][Ring1][O][N][C],0.21331739500392186,4.9638568306532775
287,1304,1304,C1=NC1,0.482521,First Iter,[C][=N][C][Ring1][Ring1],0.5361605595544455,5.369410067619068
288,1305,1305,O(C)N,0.477806,First Iter,[O][Branch1][C][C][N],0.4697789269891676,4.954459862772739
289,1306,1306,N=C,0.498452,First Iter,[N][=C],0.34418525030547376,5.257704937986423
290,1308,1308,NCC=C,0.489529,First Iter,[N][C][C][=C],0.49020935405933536,4.781099640017825
291,1310,1310,FNC,0.478277,First Iter,[F][N][C],0.3683610541376135,5.069403708926586
292,1315,1315,O=C=C,0.482844,First Iter,[O][=C][=C],0.32614728832493184,5.162325247388123
293,1317,1317,CNOO,0.474207,First Iter,[C][N][O][O],0.284197157355089,5.110409339014481
294,1318,1318,CC=CCCC,0.477184,First Iter,[C][C][=C][C][C][C],0.3687533137429591,3.779609508012344
295,1329,1329,CC(F)=CC,0.474667,First Iter,[C][C][Branch1][C][F][=C][C],0.6083188040273757,4.5067859760564115
296,1330,1330,C#CCCO,0.473344,First Iter,[C][#C][C][C][O],0.20964793805695447,4.678215632861145
297,1335,1335,CC=C,0.482862,First Iter,[C][C][=C],0.4319890325705117,4.716077555080432
298,1339,1339,OON,0.472465,First Iter,[O][O][N],0.3473048656314379,5.274458324311201
299,1340,1340,OCCC=CNON,0.474162,First Iter,[O][C][C][C][=C][N][O][N],0.3274819511911549,5.001651831917195
300,1348,1348,C=1=CC=1,0.507702,First Iter,[C][=C][C][=Ring1][Ring1],0.4251087371825594,5.605339862772739
301,1351,1351,C=NCC#C,0.505521,First Iter,[C][=N][C][C][#C],0.3508169489016982,5.5856819050504924
302,1352,1352,O1CNC(=C1)N,0.469475,First Iter,[O][C][N][C][=Branch1][Ring2][=C][Ring1][Branch1][N],0.4959642800837003,5.4503480226012035
303,1363,1363,O(N)N=C,0.488804,First Iter,[O][Branch1][C][N][N][=C],0.28117137769526207,5.311605994532876
304,1367,1367,O=NC1CCC=NC1C,0.481253,First Iter,[O][=N][C][C][C][C][=N][C][Ring1][=Branch1][C],0.5402279969269236,5.390296039271746
305,1370,1370,O=NN,0.489445,First Iter,[O][=N][N],0.3619501754183504,5.26034909354197
306,1371,1371,C1C=CC=C1,0.486139,First Iter,[C][C][=C][C][=C][Ring1][Branch1],0.5831182927777718,4.5050698734923085
307,1373,1373,C=NCCC=N,0.475925,First Iter,[C][=N][C][C][C][=N],0.28042183751037913,5.244709242760354
308,1377,1377,FC,0.488201,First Iter,[F][C],0.5316690662760746,4.652424394999999
309,1381,1381,N=N,0.482376,First Iter,[N][=N],0.3475925050243176,5.371943852013574
310,1382,1382,FC(N)O,0.47773,First Iter,[F][C][Branch1][C][N][O],0.2197573117294108,5.261216877396837
311,1383,1383,C1CC1,0.479391,First Iter,[C][C][C][Ring1][Ring1],0.5449006322596485,3.958928324311202
312,1384,1384,FO,0.489783,First Iter,[F][O],0.3249378685297815,5.179604485497736
313,1386,1386,OOC,0.481296,First Iter,[O][O][C],0.2799519364475451,4.7490590935419705
314,1390,1390,O(C)C,0.485437,First Iter,[O][Branch1][C][C][C],0.44093056901627187,4.0476198627727396
315,1401,1401,NNC,0.472708,First Iter,[N][N][C],0.25576840250696947,4.819681401234278
316,1412,1412,COON,0.477542,First Iter,[C][O][O][N],0.284197157355089,5.150460844031203
317,1413,1413,C1C=C1N,0.481045,First Iter,[C][C][=C][Ring1][Ring1][N],0.49122510418634935,4.986064857409129
318,1416,1416,OC(N)O,0.476752,First Iter,[O][C][Branch1][C][N][O],0.26110818776449896,5.217362331942292
319,1417,1417,C(C=O)=N,0.488172,First Iter,[C][Branch1][Ring1][C][=O][=N],0.2625601953329521,5.06870231560311
320,1420,1420,CC=CO,0.47978,First Iter,[C][C][=C][O],0.270444502404589,4.906070208579698
321,1425,1425,O=NC,0.484762,First Iter,[O][=N][C],0.4417799146550263,4.946671401234277
322,1426,1426,C1CN1,0.472987,First Iter,[C][C][N][Ring1][Ring1],0.4222290745821477,4.461010632003508
323,1428,1428,CCC(C)C=C,0.488086,First Iter,[C][C][C][Branch1][C][C][C][=C],0.48942806567002073,4.606918227447531
324,1435,1435,N1=COCN=C1,0.491248,First Iter,[N][=C][O][C][N][=C][Ring1][=Branch1],0.5686624372221736,5.3659464841396645
325,1436,1436,O1C=C1,0.480226,First Iter,[O][C][=C][Ring1][Ring1],0.5439332117231798,4.867042170465047
326,1438,1438,C1CC1C=C,0.486201,First Iter,[C][C][C][Ring1][Ring1][C][=C],0.4731192745556932,4.428915632861145
327,1446,1446,CCN=C,0.486963,First Iter,[C][C][N][=C],0.3522112951662655,4.928651479482708
328,1448,1448,C(=C)N=N,0.477668,First Iter,[C][=Branch1][C][=C][N][=N],0.3535769805863891,5.56450900456632
329,1459,1459,NCC=CN=CC(=N)C,0.479747,First Iter,[N][C][C][=C][N][=C][C][=Branch1][C][=N][C],0.5238084646426279,5.17703978966763
330,1462,1462,FC=N,0.485066,First Iter,[F][C][=N],0.3349339565077952,5.374669862772739
331,1463,1463,C#CCCCC,0.478887,First Iter,[C][#C][C][C][C][C],0.3671525569068405,3.8092498263147316
332,1464,1464,O=NCCN,0.469905,First Iter,[O][=N][C][C][N],0.2897127178498553,4.848986638778304
333,1466,1466,C(=O)OC,0.483793,First Iter,[C][=Branch1][C][=O][O][C],0.2626528568670123,4.531525726974347
334,1467,1467,C1=C=C1C,0.4841,First Iter,[C][=C][=C][Ring1][Ring1][C],0.45084575766815044,5.389499640017825
335,1471,1471,O=NNN=CC,0.480782,First Iter,[O][=N][N][N][=C][C],0.2987046855912589,5.147542664511017
336,1473,1473,C1C(CO1)N,0.471317,First Iter,[C][C][Branch1][Branch1][C][O][Ring1][Ring2][N],0.49858981468439434,4.501027467180671
337,1481,1481,O(O)CN,0.472633,First Iter,[O][Branch1][C][O][C][N],0.20805508061609626,5.156812014599765
338,1488,1488,N(C)=N,0.47702,First Iter,[N][Branch1][C][C][=N],0.3332039258585348,5.333186785849663
339,1491,1491,CCNNC=NC,0.475933,First Iter,[C][C][N][N][C][=N][C],0.21812700400068,4.979278766942581
340,1492,1492,C#CC,0.479929,First Iter,[C][#C][C],0.4235987240504829,4.554264478157355
341,1493,1493,OCOCC=C,0.492308,First Iter,[O][C][O][C][C][=C],0.302343771668978,4.6453856353333
342,1495,1495,CC=NC=C=CN,0.474873,First Iter,[C][C][=N][C][=C][=C][N],0.32057480915450587,5.72715280540412
343,1496,1496,C(=C)C,0.472011,First Iter,[C][=Branch1][C][=C][C],0.4398956043124977,4.12267986277274
344,1498,1498,CC=NCCON=NO,0.482537,First Iter,[C][C][=N][C][C][O][N][=N][O],0.16641368781958263,5.406753292239028
345,1499,1499,OC(N)(NF)N,0.476009,First Iter,[O][C][Branch1][C][N][Branch1][Ring1][N][F][N],0.20363103853351697,5.54588617616548
346,1505,1505,C(=C)=N,0.477462,Second Iter,[C][=Branch1][C][=C][=N],0.32881691006467034,5.55718986277274
347,1507,1507,CCOC,0.4772,Second Iter,[C][C][O][C],0.3533087276586347,3.9090387704526073
348,1508,1508,CON,0.47356,Second Iter,[C][O][N],0.4697789269891676,4.954459862772739
349,1513,1513,N1C=N1,0.479601,Second Iter,[N][C][=N][Ring1][Ring1],,
350,1518,1518,C1#CCNC1,0.483267,Second Iter,[C][#C][C][N][C][Ring1][Branch1],0.48130116529343964,6.316057770646328
351,1519,1519,N(OC=N)C,0.477634,Second Iter,[N][Branch1][Ring2][O][C][=N][C],0.16030685483344154,5.357896697949902
352,1522,1522,NN=C=C,0.482867,Second Iter,[N][N][=C][=C],0.20955119493259694,5.675699640017824
353,1523,1523,O=NCNN,0.463692,Second Iter,[O][=N][C][N][N],0.27268411862626907,5.317178354754635
354,1531,1531,O=NN=COCC,0.483766,Second Iter,[O][=N][N][=C][O][C][C],0.16173318104445666,4.751159055404118
355,1542,1542,O=C=C(O)N=N,0.475853,Second Iter,[O][=C][=C][Branch1][C][O][N][=N],0.23459074263300547,5.43340230831549
356,1546,1546,ON=CNN=CN,0.480163,Second Iter,[O][N][=C][N][N][=C][N],0.19332173766887759,5.337513382327197
357,1550,1550,O=C=NONN,0.473113,Second Iter,[O][=C][=N][O][N][N],0.2056216995114679,5.648501285200673
358,1556,1556,C#CCC,0.478575,Second Iter,[C][#C][C][C],0.34815082596216534,4.213052148379029
359,1558,1558,C#CC=N,0.483142,Second Iter,[C][#C][C][=N],0.25746945917497793,5.491058168445918
360,1563,1563,C#CC=CC,0.475635,Second Iter,[C][#C][C][=C][C],0.46813579476597117,4.729494331085996
361,1565,1565,C=1=NC=1,0.516866,Second Iter,[C][=N][C][=Ring1][Ring1],0.5352531663728954,5.71322909354197
362,1566,1566,FOCNC=NON,0.471687,Second Iter,[F][O][C][N][C][=N][O][N],0.16302998894890064,5.764654029719393
363,1568,1568,N#CNN=N,0.486793,Second Iter,[N][#C][N][N][=N],0.22371938432201297,5.490090189074162
364,1574,1574,C1CC=C1,0.490298,Second Iter,[C][C][C][=C][Ring1][Ring2],0.5649092289393793,4.303666195201773
365,1575,1575,OC(=O)C,0.481404,Second Iter,[O][C][=Branch1][C][=O][C],0.6156720741522766,3.7247716375854747
366,1578,1578,CC(F)N,0.473089,Second Iter,[C][C][Branch1][C][F][N],0.38591788620545997,5.147099394879355
367,1581,1581,N=C=C=CNC=C=NC,0.479459,Second Iter,[N][=C][=C][=C][N][C][=C][=N][C],0.4153787282546001,6.055857340822023
368,1582,1582,O1C=NC=C1,0.5008,Second Iter,[O][C][=N][C][=C][Ring1][Branch1],0.6270768674723666,4.589854488876924
369,1583,1583,O=CN(N)C,0.475259,Second Iter,[O][=C][N][Branch1][C][N][C],0.16185817343707454,4.86264874528718
370,1587,1587,C(C)OCO,0.481439,Second Iter,[C][Branch1][C][C][O][C][O],0.20804999796379922,4.331689005642209
371,1588,1588,C1#CC1=N,0.497808,Second Iter,[C][#C][C][Ring1][Ring1][=N],0.4577159750081389,5.973939773797089
372,1589,1589,C1=NON1,0.486161,Second Iter,[C][=N][O][N][Ring1][Ring2],0.5878827635770395,5.35604010824525
373,1592,1592,C=NNNC,0.47135,Second Iter,[C][=N][N][N][C],0.2061992921986978,5.364329834044577
374,1594,1594,NC#CC=C,0.483909,Second Iter,[N][C][#C][C][=C],0.2880181867875772,5.440829834044576
375,1595,1595,C=C=CCNC,0.470312,Second Iter,[C][=C][=C][C][N][C],0.30178941794935027,4.922595184404917
376,1597,1597,C#CCC=CN=N,0.479831,Second Iter,[C][#C][C][C][=C][N][=N],0.29589635974307643,5.566260497711812
377,1598,1598,C=CNN,0.444674,Second Iter,[C][=C][N][N],0.3592576788403191,5.206513686840568
378,1600,1600,C=NC,0.479813,Second Iter,[C][=N][C],0.4380742109657429,5.170252170465047
379,1601,1601,C1C=NC1C,0.480925,Second Iter,[C][C][=N][C][Ring1][Ring2][C],0.5959555857960691,4.955099979719305
380,1603,1603,C(C=O)N=C,0.492597,Second Iter,[C][Branch1][Ring1][C][=O][N][=C],0.27161179948443726,5.1725339760564095
381,1607,1607,C=C=NOONCO,0.473082,Second Iter,[C][=C][=N][O][O][N][C][O],0.1693094477518039,5.810741941807306
382,1608,1608,N#CO,0.488377,Second Iter,[N][#C][O],0.24940553197977045,5.168175247388124
383,1610,1610,CNC(=C1)N1N,0.464536,Second Iter,[C][N][C][=Branch1][C][=C][N][Ring1][C][N],0.4895722089639968,5.555777246015171
384,1611,1611,O1CN=N1,0.482459,Second Iter,[O][C][N][=N][Ring1][Ring2],,
385,1625,1625,C(=N)N=C,0.497606,Second Iter,[C][=Branch1][C][=N][N][=C],0.37735462396000047,5.612470877476019
386,1626,1626,OC#COC,0.480022,Second Iter,[O][C][#C][O][C],0.2960089637600813,5.290646993807891
387,1627,1627,NN=C,0.486633,Second Iter,[N][N][=C],0.20164265171362203,5.223753708926585
388,1631,1631,C(C)C,0.477341,Second Iter,[C][Branch1][C][C][C],0.5614615351861989,3.671662170465047
389,1632,1632,N(C)CCO,0.47739,Second Iter,[N][Branch1][C][C][C][C][O],0.2892748037484145,4.253223916884813
390,1633,1633,C=CCN,0.469327,Second Iter,[C][=C][C][N],0.28752170938387106,4.722873553061303
391,1634,1634,C=NC=NCC=N,0.481248,Second Iter,[C][=N][C][=N][C][C][=N],0.2872545785879275,5.729255690019504
392,1638,1638,C=C=N,0.479334,Second Iter,[C][=C][=N],0.32881691006467034,5.55718986277274
393,1639,1639,NC=CNNN,0.448174,Second Iter,[N][C][=C][N][N][N],0.26723874558729943,5.517492797137013
394,1642,1642,C(N)O,0.472429,Second Iter,[C][Branch1][C][N][O],0.27234320841253234,4.925514478157355
395,1647,1647,C=C=NCN=N,0.480406,Second Iter,[C][=C][=N][C][N][=N],0.28636193566317003,5.872808977508366
396,1657,1657,N=C=CCC,0.478008,Second Iter,[N][=C][=C][C][C],0.3930721458529247,4.95416947901499
397,1660,1660,C1(=O)CC#COCC=C1C,0.484418,Second Iter,[C][=Branch1][C][=O][C][C][#C][O][C][C][=C][Ring1][=Branch2][C],0.5482626108689502,5.521705608109766
398,1661,1661,C=CN=NC,0.474622,Second Iter,[C][=C][N][=N][C],0.4749744466955309,5.4088931476540445
399,1662,1662,COC=C,0.479254,Second Iter,[C][O][C][=C],0.4596988959576259,4.823444790519497
400,1663,1663,C#CN=C=N,0.481509,Second Iter,[C][#C][N][=C][=N],0.26694739396230094,5.976574804458777
401,1664,1664,C1CC1=N,0.47316,Second Iter,[C][C][C][Ring1][Ring1][=N],0.4464472014680586,4.52558994102117
402,1665,1665,FN=C,0.493285,Second Iter,[F][N][=C],0.3349339565077952,5.531823708926586
403,1667,1667,C1C=NN=C1N=C=N,0.485907,Second Iter,[C][C][=N][N][=C][Ring1][Branch1][N][=C][=N],0.38935843328488967,5.673750513235877
404,1668,1668,FCNC=C=N,0.467938,Second Iter,[F][C][N][C][=C][=N],0.3107570205035645,5.717856192362476
405,1673,1673,C(N)N,0.470662,Second Iter,[C][Branch1][C][N][N],0.33572416456833537,5.016719093541971
406,1679,1679,C1#CC=C1,0.510835,Second Iter,[C][#C][C][=C][Ring1][Ring2],0.43734622318261224,5.803716362425851
407,1680,1680,NN=NC,0.474531,Second Iter,[N][N][=N][C],0.28639468678887464,5.248774556405785
408,1682,1682,NONO,0.475471,Second Iter,[N][O][N][O],0.26116118060106797,5.494483586506119
